Review ID,Raw Review Text,Final Entity,Final Tag,clean_Raw Review Text,token,counter,dup_count,mismatch_count,ground
25,"this mattress is almost as uncomfortable as the original rv mattress#1 i replaced . it ' s to hard . if i sleep on my side , my hip i wake with hip pain .","['hard', 'hip', 'hip pain', 'mattress', 'mattress#1', 'original', 'replaced', 'sleep on my side', 'uncomfortable']","['Firmness', 'Body', 'Pain Relief', 'Mattress', 'Mattress', 'Ordinal', 'Replace Products', 'Side Sleeper', 'Comfort']","this mattress is almost as uncomfortable as the original rv mattress#1 i replaced . it ' s to hard . if i sleep on my side , my hip i wake with hip pain .","['this', 'mattress', 'is', 'almost', 'as', 'uncomfortable', 'as', 'the', 'original', 'rv', 'mattress', 'i', 'replaced', '.', 'it', ""'"", 's', 'to', 'hard', '.', 'if', 'i', 'sleep', 'on', 'my', 'side', ',', 'my', 'hip', 'i', 'wake', 'with', 'hip', 'pain', '.']","[1, 2, 1, 2, 1, 1, 1, 1, 1]",1,0,"['O', 'B-Mattress', 'O', 'O', 'O', 'B-Comfort', 'O', 'O', 'B-Ordinal', 'O', 'B-Mattress', 'O', 'B-Replace Products', 'O', 'O', 'O', 'O', 'O', 'B-Firmness', 'O', 'O', 'O', 'B-Side Sleeper', 'I-Side Sleeper', 'I-Side Sleeper', 'I-Side Sleeper', 'O', 'O', 'B-Body', 'O', 'O', 'O', 'B-Pain Relief', 'I-Pain Relief', 'O']"
26,"love , love#1 , love#2 ! ! sooo comfortable . my hip does not hurt now .",['comfortable'],['Comfort'],"love , love#1 , love#2 ! ! sooo comfortable . my hip does not hurt now .","['love', ',', 'love', ',', 'love', '!', '!', 'sooo', 'comfortable', '.', 'my', 'hip', 'does', 'not', 'hurt', 'now', '.']",[1],0,0,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Comfort', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
27,"its been a full week since our tuft & needle mattress arrived . best sleep ever ! ! ! i wake up rested , energized and pain free .","['arrived', 'best sleep', 'energized', 'full week', 'pain free', 'rested', 'tuft & needle mattress', 'wake up']","['Delivery', 'Sleep Quality', 'Feeling Refreshed', 'Duration', 'Pain Relief', 'Feeling Refreshed', 'Brand Names', 'Waking Up']","its been a full week since our tuft & needle mattress arrived . best sleep ever ! ! ! i wake up rested , energized and pain free .","['its', 'been', 'a', 'full', 'week', 'since', 'our', 'tuft', '&', 'needle', 'mattress', 'arrived', '.', 'best', 'sleep', 'ever', '!', '!', '!', 'i', 'wake', 'up', 'rested', ',', 'energized', 'and', 'pain', 'free', '.']","[1, 1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'O', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'B-Brand Names', 'I-Brand Names', 'I-Brand Names', 'I-Brand Names', 'B-Delivery', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'O', 'O', 'O', 'O', 'O', 'B-Waking Up', 'I-Waking Up', 'B-Feeling Refreshed', 'O', 'B-Feeling Refreshed', 'O', 'B-Pain Relief', 'I-Pain Relief', 'O']"
28,very comfy . 2 years sleeping on it . have recommended to family and friends,"['2 years', 'comfy', 'family', 'friends', 'recommended', 'sleeping on']","['Duration', 'Comfort', 'Family Members', 'Influencers', 'Recommend', 'Sleep Quality']",very comfy . 2 years sleeping on it . have recommended to family and friends,"['very', 'comfy', '.', '2', 'years', 'sleeping', 'on', 'it', '.', 'have', 'recommended', 'to', 'family', 'and', 'friends']","[1, 1, 1, 1, 1, 1]",0,0,"['O', 'B-Comfort', 'O', 'B-Duration', 'I-Duration', 'B-Sleep Quality', 'I-Sleep Quality', 'O', 'O', 'O', 'B-Recommend', 'O', 'B-Family Members', 'O', 'B-Influencers']"
29,"this mattress is absolutely awful , but at least the seller took a month to ship it to me . it not just firm , it so stiff that it feels like i am lying on a thinly - carpeted floor . i have not been this uncomfortable in a bed since i was sleeping in a cot during the 2003 invasion of iraq . i do not know whether i should just chuck it into the trash or put in the guest bedroom , but then again , i do not want my guests to hate me , too . sorry to be so negative , but i have not slept well in a week , and my back is killing me .","['2003', 'back is killing me', 'bed', 'firm', 'guest bedroom', 'lying', 'mattress', 'month', 'ship', 'sleeping', 'slept well', 'stiff', 'thinly', 'uncomfortable']","['Date', 'Pain Relief', 'Bed', 'Firmness', 'Guest Bedroom', 'Laying On', 'Mattress', 'Duration', 'Delivery', 'Sleep Quality', 'Sleep Quality', 'Firmness', 'Thickness', 'Comfort']","this mattress is absolutely awful , but at least the seller took a month to ship it to me . it not just firm , it so stiff that it feels like i am lying on a thinly - carpeted floor . i have not been this uncomfortable in a bed since i was sleeping in a cot during the 2003 invasion of iraq . i do not know whether i should just chuck it into the trash or put in the guest bedroom , but then again , i do not want my guests to hate me , too . sorry to be so negative , but i have not slept well in a week , and my back is killing me .","['this', 'mattress', 'is', 'absolutely', 'awful', ',', 'but', 'at', 'least', 'the', 'seller', 'took', 'a', 'month', 'to', 'ship', 'it', 'to', 'me', '.', 'it', 'not', 'just', 'firm', ',', 'it', 'so', 'stiff', 'that', 'it', 'feels', 'like', 'i', 'am', 'lying', 'on', 'a', 'thinly', '-', 'carpeted', 'floor', '.', 'i', 'have', 'not', 'been', 'this', 'uncomfortable', 'in', 'a', 'bed', 'since', 'i', 'was', 'sleeping', 'in', 'a', 'cot', 'during', 'the', '2003', 'invasion', 'of', 'iraq', '.', 'i', 'do', 'not', 'know', 'whether', 'i', 'should', 'just', 'chuck', 'it', 'into', 'the', 'trash', 'or', 'put', 'in', 'the', 'guest', 'bedroom', ',', 'but', 'then', 'again', ',', 'i', 'do', 'not', 'want', 'my', 'guests', 'to', 'hate', 'me', ',', 'too', '.', 'sorry', 'to', 'be', 'so', 'negative', ',', 'but', 'i', 'have', 'not', 'slept', 'well', 'in', 'a', 'week', ',', 'and', 'my', 'back', 'is', 'killing', 'me', '.']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'B-Mattress', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'O', 'B-Delivery', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Firmness', 'O', 'O', 'O', 'B-Firmness', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Laying On', 'O', 'O', 'B-Thickness', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Comfort', 'O', 'O', 'B-Bed', 'O', 'O', 'O', 'B-Sleep Quality', 'O', 'O', 'O', 'O', 'O', 'B-Date', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Guest Bedroom', 'I-Guest Bedroom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Pain Relief', 'I-Pain Relief', 'I-Pain Relief', 'I-Pain Relief', 'O']"
30,"i needed this desperately , with all the stress lately especially around the coronavirus i needed better sleep . just lost my job , and now i am having night terrors . spent last night on this mattress and i woke up feeling refreshed like i have never felt before . the eyes sacks under my eyes were gone , no headaches and backaches from restless sleeping . felt like a millions bucks . the memory foam was super comfy and adjusted perfectly . would definitely recommend","['adjusted', 'backaches', 'better sleep', 'comfy', 'coronavirus', 'feeling refreshed', 'headaches', 'lost my job', 'memory foam', 'night terrors', 'recommend', 'stress']","['Conformance', 'Pain Relief', 'Sleep Quality', 'Comfort', 'Pandemic', 'Feeling Refreshed', 'Pain Relief', 'Job Loss', 'Memory Foam', 'Night Terrors', 'Recommend', 'Stress Relief']","i needed this desperately , with all the stress lately especially around the coronavirus i needed better sleep . just lost my job , and now i am having night terrors . spent last night on this mattress and i woke up feeling refreshed like i have never felt before . the eyes sacks under my eyes were gone , no headaches and backaches from restless sleeping . felt like a millions bucks . the memory foam was super comfy and adjusted perfectly . would definitely recommend","['i', 'needed', 'this', 'desperately', ',', 'with', 'all', 'the', 'stress', 'lately', 'especially', 'around', 'the', 'coronavirus', 'i', 'needed', 'better', 'sleep', '.', 'just', 'lost', 'my', 'job', ',', 'and', 'now', 'i', 'am', 'having', 'night', 'terrors', '.', 'spent', 'last', 'night', 'on', 'this', 'mattress', 'and', 'i', 'woke', 'up', 'feeling', 'refreshed', 'like', 'i', 'have', 'never', 'felt', 'before', '.', 'the', 'eyes', 'sacks', 'under', 'my', 'eyes', 'were', 'gone', ',', 'no', 'headaches', 'and', 'backaches', 'from', 'restless', 'sleeping', '.', 'felt', 'like', 'a', 'millions', 'bucks', '.', 'the', 'memory', 'foam', 'was', 'super', 'comfy', 'and', 'adjusted', 'perfectly', '.', 'would', 'definitely', 'recommend']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Stress Relief', 'O', 'O', 'O', 'O', 'B-Pandemic', 'O', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'O', 'O', 'B-Job Loss', 'I-Job Loss', 'I-Job Loss', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Night Terrors', 'I-Night Terrors', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Feeling Refreshed', 'I-Feeling Refreshed', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Pain Relief', 'O', 'B-Pain Relief', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Memory Foam', 'I-Memory Foam', 'O', 'O', 'B-Comfort', 'O', 'B-Conformance', 'O', 'O', 'O', 'O', 'B-Recommend']"
31,perfect comfort level for my back / neck pains . never slept better !,"['comfort', 'neck pains', 'never slept better']","['Comfort', 'Pain Relief', 'Sleep Quality']",perfect comfort level for my back / neck pains . never slept better !,"['perfect', 'comfort', 'level', 'for', 'my', 'back', '/', 'neck', 'pains', '.', 'never', 'slept', 'better', '!']","[1, 1, 1]",0,0,"['O', 'B-Comfort', 'O', 'O', 'O', 'O', 'O', 'B-Pain Relief', 'I-Pain Relief', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'I-Sleep Quality', 'O']"
32,i am using green tea memory foam mattress for the last three months and i can feel the essence of a good quality mattress . i do not feel#1 any back pain or other physical discomforts when i get up from the bed in the morning . it is helping me to have a sound sleep . it is a high quality mattress with reasonable price . i highly recommend this mattress for your consideration .,"['back pain', 'bed', 'feel', 'feel#1', 'good quality', 'green tea memory foam mattress', 'high quality', 'last three months', 'morning', 'physical discomforts', 'price', 'reasonable', 'recommend', 'sound sleep']","['Pain Relief', 'Bed', 'Feel', 'Feel', 'Quality', 'Brand Names', 'Quality', 'Duration', 'Time Of Day', 'Pain Relief', 'Price', 'Price', 'Recommend', 'Sleep Quality']",i am using green tea memory foam mattress for the last three months and i can feel the essence of a good quality mattress . i do not feel#1 any back pain or other physical discomforts when i get up from the bed in the morning . it is helping me to have a sound sleep . it is a high quality mattress with reasonable price . i highly recommend this mattress for your consideration .,"['i', 'am', 'using', 'green', 'tea', 'memory', 'foam', 'mattress', 'for', 'the', 'last', 'three', 'months', 'and', 'i', 'can', 'feel', 'the', 'essence', 'of', 'a', 'good', 'quality', 'mattress', '.', 'i', 'do', 'not', 'feel', 'any', 'back', 'pain', 'or', 'other', 'physical', 'discomforts', 'when', 'i', 'get', 'up', 'from', 'the', 'bed', 'in', 'the', 'morning', '.', 'it', 'is', 'helping', 'me', 'to', 'have', 'a', 'sound', 'sleep', '.', 'it', 'is', 'a', 'high', 'quality', 'mattress', 'with', 'reasonable', 'price', '.', 'i', 'highly', 'recommend', 'this', 'mattress', 'for', 'your', 'consideration', '.']","[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0,"['O', 'O', 'O', 'B-Brand Names', 'I-Brand Names', 'I-Brand Names', 'I-Brand Names', 'I-Brand Names', 'O', 'O', 'B-Duration', 'I-Duration', 'I-Duration', 'O', 'O', 'O', 'B-Feel', 'O', 'O', 'O', 'O', 'B-Quality', 'I-Quality', 'O', 'O', 'O', 'O', 'O', 'B-Feel', 'O', 'B-Pain Relief', 'I-Pain Relief', 'O', 'O', 'B-Pain Relief', 'I-Pain Relief', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Bed', 'O', 'O', 'B-Time Of Day', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'O', 'O', 'O', 'O', 'B-Quality', 'I-Quality', 'O', 'O', 'B-Price', 'B-Price', 'O', 'O', 'O', 'B-Recommend', 'O', 'O', 'O', 'O', 'O', 'O']"
33,"i have purchased the following 3 zinus mattresses : zinus#1 memory foam 12 inch / premium / cloud - like mattress#1 , full . zinus#2 memory foam 12 inch green tea mattress#2 , king . zinus#3 ultima comfort memory foam 10 inch mattress#3 , twin . all three of them are great ! my husband and i both agree that the zinus#4 memory foam 12 inch premium#1 cloud - like mattress#4 is the most comfortable . the price is excellent , ships fast and free with amaon prime , easy to set up .","['3', 'amaon prime', 'comfort', 'comfortable', 'easy', 'fast', 'free', 'full', 'husband', 'king', 'mattress#1', 'mattress#2', 'mattress#3', 'mattress#4', 'mattresses', 'premium', 'premium#1', 'price', 'purchased', 'set up', 'ships', 'three', 'twin', 'zinus', 'zinus#1', 'zinus#2', 'zinus#3', 'zinus#4']","['Quantity', 'Prime Delivery', 'Comfort', 'Comfort', 'Ease', 'Speed', 'Price', 'Mattress Size', 'Partner or Spouse', 'Mattress Size', 'Mattress', 'Mattress', 'Mattress', 'Mattress', 'Mattress', 'Premium', 'Premium', 'Price', 'Purchase', 'Assembly', 'Delivery', 'Quantity', 'Mattress Size', 'Brand Names', 'Brand Names', 'Brand Names', 'Brand Names', 'Brand Names']","i have purchased the following 3 zinus mattresses : zinus#1 memory foam 12 inch / premium / cloud - like mattress#1 , full . zinus#2 memory foam 12 inch green tea mattress#2 , king . zinus#3 ultima comfort memory foam 10 inch mattress#3 , twin . all three of them are great ! my husband and i both agree that the zinus#4 memory foam 12 inch premium#1 cloud - like mattress#4 is the most comfortable . the price is excellent , ships fast and free with amaon prime , easy to set up .","['i', 'have', 'purchased', 'the', 'following', '3', 'zinus', 'mattresses', ':', 'zinus', 'memory', 'foam', '12', 'inch', '/', 'premium', '/', 'cloud', '-', 'like', 'mattress', ',', 'full', '.', 'zinus', 'memory', 'foam', '12', 'inch', 'green', 'tea', 'mattress', ',', 'king', '.', 'zinus', 'ultima', 'comfort', 'memory', 'foam', '10', 'inch', 'mattress', ',', 'twin', '.', 'all', 'three', 'of', 'them', 'are', 'great', '!', 'my', 'husband', 'and', 'i', 'both', 'agree', 'that', 'the', 'zinus', 'memory', 'foam', '12', 'inch', 'premium', 'cloud', '-', 'like', 'mattress', 'is', 'the', 'most', 'comfortable', '.', 'the', 'price', 'is', 'excellent', ',', 'ships', 'fast', 'and', 'free', 'with', 'amaon', 'prime', ',', 'easy', 'to', 'set', 'up', '.']","[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1]",1,0,"['O', 'O', 'B-Purchase', 'O', 'O', 'B-Quantity', 'B-Brand Names', 'B-Mattress', 'O', 'B-Brand Names', 'O', 'O', 'O', 'O', 'O', 'B-Premium', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'B-Mattress Size', 'O', 'B-Brand Names', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'B-Mattress Size', 'O', 'B-Brand Names', 'O', 'B-Comfort', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'B-Mattress Size', 'O', 'O', 'B-Quantity', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Partner or Spouse', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Brand Names', 'O', 'O', 'O', 'O', 'B-Premium', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'O', 'B-Comfort', 'O', 'O', 'B-Price', 'O', 'O', 'O', 'B-Delivery', 'B-Speed', 'O', 'B-Price', 'O', 'B-Prime Delivery', 'I-Prime Delivery', 'O', 'B-Ease', 'O', 'B-Assembly', 'I-Assembly', 'O']"
34,"i have slept on this mattress for a week now and have experienced good comfort and sleep . the mattress#1 it replaced was twice as expensive and not half as comfortable . my only major issue is the pillow , which causes neck pain , but what the hell , it was free and i use it as a body pillow .","['a week', 'body pillow', 'comfort', 'comfortable', 'expensive', 'free', 'mattress', 'mattress#1', 'neck pain', 'pillow', 'replaced', 'sleep', 'slept']","['Duration', 'Pillow', 'Comfort', 'Comfort', 'Price', 'Price', 'Mattress', 'Mattress', 'Pain Relief', 'Pillow', 'Replace Products', 'Sleep Quality', 'Sleep Quality']","i have slept on this mattress for a week now and have experienced good comfort and sleep . the mattress#1 it replaced was twice as expensive and not half as comfortable . my only major issue is the pillow , which causes neck pain , but what the hell , it was free and i use it as a body pillow .","['i', 'have', 'slept', 'on', 'this', 'mattress', 'for', 'a', 'week', 'now', 'and', 'have', 'experienced', 'good', 'comfort', 'and', 'sleep', '.', 'the', 'mattress', 'it', 'replaced', 'was', 'twice', 'as', 'expensive', 'and', 'not', 'half', 'as', 'comfortable', '.', 'my', 'only', 'major', 'issue', 'is', 'the', 'pillow', ',', 'which', 'causes', 'neck', 'pain', ',', 'but', 'what', 'the', 'hell', ',', 'it', 'was', 'free', 'and', 'i', 'use', 'it', 'as', 'a', 'body', 'pillow', '.']","[1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1]",1,0,"['O', 'O', 'B-Sleep Quality', 'O', 'O', 'B-Mattress', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'O', 'B-Comfort', 'O', 'B-Sleep Quality', 'O', 'O', 'B-Mattress', 'O', 'B-Replace Products', 'O', 'O', 'O', 'B-Price', 'O', 'O', 'O', 'O', 'B-Comfort', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Pillow', 'O', 'O', 'O', 'B-Pain Relief', 'I-Pain Relief', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Price', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Pillow', 'I-Pillow', 'O']"
35,i expected more firmer but overall not too bad for the price .,"['expected', 'firmer', 'price']","['Meets Expectations', 'Firmness', 'Price']",i expected more firmer but overall not too bad for the price .,"['i', 'expected', 'more', 'firmer', 'but', 'overall', 'not', 'too', 'bad', 'for', 'the', 'price', '.']","[1, 1, 1]",0,0,"['O', 'B-Meets Expectations', 'O', 'B-Firmness', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Price', 'O']"
36,"very comfortable , a must have . this mattress make me sleep longer","['comfortable', 'mattress', 'sleep', 'longer']","['Comfort', 'Mattress', 'Sleep Quality', 'Speed']","very comfortable , a must have . this mattress make me sleep longer","['very', 'comfortable', ',', 'a', 'must', 'have', '.', 'this', 'mattress', 'make', 'me', 'sleep', 'longer']","[1, 1, 1, 1]",0,0,"['O', 'B-Comfort', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'B-Sleep Quality', 'B-Speed']"
37,this is my second purchase of a linen spa bed . good value and comfortable for our family . highly recommend .,"['bed', 'comfortable', 'family', 'linen spa', 'purchase', 'recommend', 'value']","['Bed', 'Comfort', 'Family Members', 'Brand Names', 'Purchase', 'Recommend', 'Saving Money']",this is my second purchase of a linen spa bed . good value and comfortable for our family . highly recommend .,"['this', 'is', 'my', 'second', 'purchase', 'of', 'a', 'linen', 'spa', 'bed', '.', 'good', 'value', 'and', 'comfortable', 'for', 'our', 'family', '.', 'highly', 'recommend', '.']","[1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'O', 'O', 'O', 'B-Purchase', 'O', 'O', 'B-Brand Names', 'I-Brand Names', 'B-Bed', 'O', 'O', 'B-Saving Money', 'O', 'B-Comfort', 'O', 'O', 'B-Family Members', 'O', 'O', 'B-Recommend', 'O']"
38,i bought a queen and it ' s as comfortable as a cardboard box . no give and springs are painful . returned after a week of back contractions : /,"['a week', 'back contractions', 'bought', 'box', 'comfortable', 'painful', 'queen', 'returned', 'springs']","['Duration', 'Pain Relief', 'Purchase', 'Packaging', 'Comfort', 'Pain Relief', 'Mattress Size', 'Return', 'Springs']",i bought a queen and it ' s as comfortable as a cardboard box . no give and springs are painful . returned after a week of back contractions : /,"['i', 'bought', 'a', 'queen', 'and', 'it', ""'"", 's', 'as', 'comfortable', 'as', 'a', 'cardboard', 'box', '.', 'no', 'give', 'and', 'springs', 'are', 'painful', '.', 'returned', 'after', 'a', 'week', 'of', 'back', 'contractions', ':', '/']","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'B-Purchase', 'O', 'B-Mattress Size', 'O', 'O', 'O', 'O', 'O', 'B-Comfort', 'O', 'O', 'O', 'B-Packaging', 'O', 'O', 'O', 'O', 'B-Springs', 'O', 'B-Pain Relief', 'O', 'B-Return', 'O', 'B-Duration', 'I-Duration', 'O', 'B-Pain Relief', 'I-Pain Relief', 'O', 'O']"
